FAMILY NAME;SPECIES/SUBSPECIES;GENUS NAME;SUBGENUS NAME;SPECIES NAME;SUBSPECIES NAME;AUTHORSHIP
Acrididae;Pseudopodisma transilvanica Galvagni & Fontana, 1993;Pseudopodisma;;transilvanica;;Galvagni & Fontana, 1993
Acrididae;Pseudoprumna baldensis (Krauss, 1883);Pseudoprumna;;baldensis;;(Krauss, 1883)
Acrididae;Psophus stridulus (Linnaeus, 1758);Psophus;;stridulus;;(Linnaeus, 1758)
Acrididae;Pyrgodera armata Fischer de Waldheim, 1846;Pyrgodera;;armata;;Fischer de Waldheim, 1846
Acrididae;Ramburiella hispanica (Rambur, 1838);Ramburiella;;hispanica;;(Rambur, 1838)
Acrididae;Rammeihippus dinaricus (Goetz, 1970);Rammeihippus;;dinaricus;;(Goetz, 1970)
Acrididae;Schistocerca gregaria (Forskål, 1775);Schistocerca;;gregaria;;(Forskål, 1775)
Acrididae;Scintharista notabilis (Walker, 1870);Scintharista;;notabilis;;(Walker, 1870)
Acrididae;Sphingoderus carinatus (Saussure, 1888);Sphingoderus;;carinatus;;(Saussure, 1888)
Acrididae;Sphingonotus arenarius (Lucas, 1848);Sphingonotus;;arenarius;;(Lucas, 1848)
Acrididae;Sphingonotus azurescens (Rambur, 1838);Sphingonotus;;azurescens;;(Rambur, 1838)
Acrididae;Sphingonotus caerulans (Linnaeus, 1767);Sphingonotus;;caerulans;;(Linnaeus, 1767)
Acrididae;Sphingonotus canariensis Saussure, 1884;Sphingonotus;;canariensis;;Saussure, 1884
Acrididae;Sphingonotus candidus candidus Costa, 1888;Sphingonotus;;candidus;candidus;Costa, 1888
Acrididae;Sphingonotus candidus lusitanicus Ebner, 1941;Sphingonotus;;candidus;lusitanicus;Ebner, 1941
Acrididae;Sphingonotus candidus Costa, 1888;Sphingonotus;;candidus;;Costa, 1888
Acrididae;Sphingonotus coerulipes Uvarov, 1922;Sphingonotus;;coerulipes;;Uvarov, 1922
Acrididae;Sphingonotus crivellarii Jannone, 1936;Sphingonotus;;crivellarii;;Jannone, 1936
Acrididae;Sphingonotus eurasius Mistshenko, 1936;Sphingonotus;;eurasius;;Mistshenko, 1936
Acrididae;Sphingonotus halophilus Bey-Bienko, 1929;Sphingonotus;;halophilus;;Bey-Bienko, 1929
Acrididae;Sphingonotus maculatus Uvarov, 1925;Sphingonotus;;maculatus;;Uvarov, 1925
Acrididae;Sphingonotus nebulosus (Fischer de Waldheim, 1846);Sphingonotus;;nebulosus;;(Fischer de Waldheim, 1846)
Acrididae;Sphingonotus obscuratus (Walker, 1879);Sphingonotus;;obscuratus;;(Walker, 1879)
Acrididae;Sphingonotus octofasciatus (Serville, 1839);Sphingonotus;;octofasciatus;;(Serville, 1839)
Acrididae;Sphingonotus personatus Zanon, 1926;Sphingonotus;;personatus;;Zanon, 1926
Acrididae;Sphingonotus rubescens (Walker, 1870);Sphingonotus;;rubescens;;(Walker, 1870)
Acrididae;Sphingonotus salinus (Pallas, 1773);Sphingonotus;;salinus;;(Pallas, 1773)
Acrididae;Sphingonotus savignyi Saussure, 1884;Sphingonotus;;savignyi;;Saussure, 1884
Acrididae;Sphingonotus sublaevis (Bolívar, 1908);Sphingonotus;;sublaevis;;(Bolívar, 1908)
Acrididae;Sphingonotus uvarovi Chopard, 1923;Sphingonotus;;uvarovi;;Chopard, 1923
Acrididae;Sphingonotus willemsei Mistshenko, 1937;Sphingonotus;;willemsei;;Mistshenko, 1937
Acrididae;Stauroderus scalaris (Fischer de Waldheim, 1846);Stauroderus;;scalaris;;(Fischer de Waldheim, 1846)
Acrididae;Stenobothrus apenninus Ebner, 1915;Stenobothrus;;apenninus;;Ebner, 1915
Acrididae;Stenobothrus bolivarii (Brunner von Wattenwyl in Bolívar, 1876);Stenobothrus;;bolivarii;;(Brunner von Wattenwyl in Bolívar, 1876)
Acrididae;Stenobothrus bulgaricus Ramme, 1933;Stenobothrus;;bulgaricus;;Ramme, 1933
Acrididae;Stenobothrus carbonarius (Eversmann, 1848);Stenobothrus;;carbonarius;;(Eversmann, 1848)
Acrididae;Stenobothrus clavatus Willemse, 1979;Stenobothrus;;clavatus;;Willemse, 1979
Acrididae;Stenobothrus cotticus (Kruseman & Jeekel, 1967);Stenobothrus;;cotticus;;(Kruseman & Jeekel, 1967)
Acrididae;Stenobothrus crassipes (Charpentier, 1825);Stenobothrus;;crassipes;;(Charpentier, 1825)
Acrididae;Stenobothrus croaticus (Ramme, 1933);Stenobothrus;;croaticus;;(Ramme, 1933)
Acrididae;Stenobothrus eurasius Zubovskii, 1898;Stenobothrus;;eurasius;;Zubovskii, 1898
Acrididae;Stenobothrus festivus Bolívar, 1887;Stenobothrus;;festivus;;Bolívar, 1887
Acrididae;Stenobothrus fischeri (Eversmann, 1848);Stenobothrus;;fischeri;;(Eversmann, 1848)
Acrididae;Stenobothrus graecus Ramme, 1926;Stenobothrus;;graecus;;Ramme, 1926
Acrididae;Stenobothrus grammicus Cazurro, 1888;Stenobothrus;;grammicus;;Cazurro, 1888
Acrididae;Stenobothrus lineatus (Panzer, 1796);Stenobothrus;;lineatus;;(Panzer, 1796)
Acrididae;Stenobothrus miramae Dirsh, 1931;Stenobothrus;;miramae;;Dirsh, 1931
Acrididae;Stenobothrus nigromaculatus (Herrich-Schäffer, 1840);Stenobothrus;;nigromaculatus;;(Herrich-Schäffer, 1840)
Acrididae;Stenobothrus posthumus Ramme, 1931;Stenobothrus;;posthumus;;Ramme, 1931
Acrididae;Stenobothrus rubicundulus Kruseman & Jeekel, 1967;Stenobothrus;;rubicundulus;;Kruseman & Jeekel, 1967
Acrididae;Stenobothrus stigmaticus (Rambur, 1838);Stenobothrus;;stigmaticus;;(Rambur, 1838)
Acrididae;Stenobothrus ursulae Nadig, 1986;Stenobothrus;;ursulae;;Nadig, 1986
Acrididae;Stenohippus mundus (Walker, 1871);Stenohippus;;mundus;;(Walker, 1871)
Acrididae;Stethophyma grossum (Linnaeus, 1758);Stethophyma;;grossum;;(Linnaeus, 1758)
Acrididae;Thalpomena algeriana (Lucas, 1849);Thalpomena;;algeriana;;(Lucas, 1849)
Acrididae;Thisoicetrinus pterostichus (Fischer de Waldheim, 1833);Thisoicetrinus;;pterostichus;;(Fischer de Waldheim, 1833)
Acrididae;Tropidopola cylindrica (Marschall, 1836);Tropidopola;;cylindrica;;(Marschall, 1836)
Acrididae;Tropidopola graeca Uvarov, 1926;Tropidopola;;graeca;;Uvarov, 1926
Acrididae;Tropidopola longicornis (Fieber, 1853);Tropidopola;;longicornis;;(Fieber, 1853)
Acrididae;Truxalis eximia cypria Dirsh, 1950;Truxalis;;eximia;cypria;Dirsh, 1950
Acrididae;Truxalis eximia Eichwald, 1830;Truxalis;;eximia;;Eichwald, 1830
Acrididae;Truxalis nasuta (Linnaeus, 1758);Truxalis;;nasuta;;(Linnaeus, 1758)
Acrididae;Wernerella guancha Johnsen, 1985;Wernerella;;guancha;;Johnsen, 1985
Acrididae;Wernerella pachecoi (Bolívar, 1908);Wernerella;;pachecoi;;(Bolívar, 1908)
Acrididae;Wernerella picteti (Krauss, 1892);Wernerella;;picteti;;(Krauss, 1892)
Acrididae;Wernerella rugosa Bland & Gangwere, 1998;Wernerella;;rugosa;;Bland & Gangwere, 1998
Acrididae;Xerohippus azami (Bolívar, 1901);Xerohippus;;azami;;(Bolívar, 1901)
Acrididae;Xerohippus cyprius Uvarov, 1942;Xerohippus;;cyprius;;Uvarov, 1942
Acrididae;Xerohippus occidentalis Pascual & Aguirre, 1996;Xerohippus;;occidentalis;;Pascual & Aguirre, 1996
Acrididae;Xerohippus sinuosus Uvarov, 1942;Xerohippus;;sinuosus;;Uvarov, 1942
Acrididae;Xerohippus solerii (Jannone, 1936);Xerohippus;;solerii;;(Jannone, 1936)
Acrididae;Zubovskya banatica Kis, 1965;Zubovskya;;banatica;;Kis, 1965
Bradyporidae;Baetica ustulata (Rambur, 1838);Baetica;;ustulata;;(Rambur, 1838)
Bradyporidae;Bradyporus dasypus (Illiger, 1800);Bradyporus;;dasypus;;(Illiger, 1800)
Bradyporidae;Callimenus macrogaster (Lefebvre, 1831);Callimenus;;macrogaster;;(Lefebvre, 1831)
Bradyporidae;Callimenus montandoni Burr, 1898;Callimenus;;montandoni;;Burr, 1898
Bradyporidae;Callimenus multituberculatus (Fischer de Waldheim, 1833);Callimenus;;multituberculatus;;(Fischer de Waldheim, 1833)
Bradyporidae;Callimenus oniscus Burmeister, 1838;Callimenus;;oniscus;;Burmeister, 1838
Bradyporidae;Ephippiger apulus (Ramme, 1933);Ephippiger;;apulus;;(Ramme, 1933)
Bradyporidae;Ephippiger camillae Fontana & Massa, 2000;Ephippiger;;camillae;;Fontana & Massa, 2000
Bradyporidae;Ephippiger carlottae Fontana & Ode, 2003;Ephippiger;;carlottae;;Fontana & Ode, 2003
Bradyporidae;Ephippiger cavannae (Targioni-Tozzetti, 1881);Ephippiger;;cavannae;;(Targioni-Tozzetti, 1881)
Bradyporidae;Ephippiger discoidalis Fieber, 1853;Ephippiger;;discoidalis;;Fieber, 1853
Bradyporidae;Ephippiger ephippiger (Fiebig, 1784);Ephippiger;;ephippiger;;(Fiebig, 1784)
Bradyporidae;Ephippiger perforatus (Rossius, 1790);Ephippiger;;perforatus;;(Rossius, 1790)
Bradyporidae;Ephippiger provincialis (Yersin, 1854);Ephippiger;;provincialis;;(Yersin, 1854)
Bradyporidae;Ephippiger ruffoi Galvagni, 1955;Ephippiger;;ruffoi;;Galvagni, 1955
Bradyporidae;Ephippiger terrestris (Yersin, 1854);Ephippiger;;terrestris;;(Yersin, 1854)
Bradyporidae;Ephippiger zelleri melisi Baccetti, 1958;Ephippiger;;zelleri;melisi;Baccetti, 1958
Bradyporidae;Ephippiger zelleri zelleri (Fischer, 1853);Ephippiger;;zelleri;zelleri;(Fischer, 1853)
Bradyporidae;Ephippiger zelleri (Fischer, 1853);Ephippiger;;zelleri;;(Fischer, 1853)
Bradyporidae;Ephippigerida areolaria (Bolívar, 1877);Ephippigerida;;areolaria;;(Bolívar, 1877)
Bradyporidae;Ephippigerida asella (Navas, 1907);Ephippigerida;;asella;;(Navas, 1907)
Bradyporidae;Ephippigerida carinata (Bolívar, 1877);Ephippigerida;;carinata;;(Bolívar, 1877)
Bradyporidae;Ephippigerida hispanica (Fieber, 1853);Ephippigerida;;hispanica;;(Fieber, 1853)
Bradyporidae;Ephippigerida longicauda (Bolívar, 1873);Ephippigerida;;longicauda;;(Bolívar, 1873)
Bradyporidae;Ephippigerida marceti (Navas, 1907);Ephippigerida;;marceti;;(Navas, 1907)
Bradyporidae;Ephippigerida nigromarginata (Lucas, 1849);Ephippigerida;;nigromarginata;;(Lucas, 1849)
Bradyporidae;Ephippigerida pantingana (Navas, 1904);Ephippigerida;;pantingana;;(Navas, 1904)
Bradyporidae;Ephippigerida paulinoi (Bolívar, 1877);Ephippigerida;;paulinoi;;(Bolívar, 1877)
Bradyporidae;Ephippigerida saussureiana (Bolívar, 1878);Ephippigerida;;saussureiana;;(Bolívar, 1878)
Bradyporidae;Ephippigerida taeniata (Saussure, 1898);Ephippigerida;;taeniata;;(Saussure, 1898)
Bradyporidae;Ephippigerida zapaterii (Bolívar, 1877);Ephippigerida;;zapaterii;;(Bolívar, 1877)
Bradyporidae;Platystolus (Neocallicrania) bolivarii (Seoane, 1878);Platystolus;Neocallicrania;bolivarii;;(Seoane, 1878)
Bradyporidae;Platystolus (Neocallicrania) lusitanicus (Aires & Menano, 1916);Platystolus;Neocallicrania;lusitanicus;;(Aires & Menano, 1916)
Bradyporidae;Platystolus (Neocallicrania) miegii (Bolívar, 1873);Platystolus;Neocallicrania;miegii;;(Bolívar, 1873)
Bradyporidae;Platystolus (Neocallicrania) selliger (Charpentier, 1825);Platystolus;Neocallicrania;selliger;;(Charpentier, 1825)
Bradyporidae;Platystolus (Neocallicrania) serratus (Bolívar, 1885);Platystolus;Neocallicrania;serratus;;(Bolívar, 1885)
Bradyporidae;Platystolus (Platystolus) faberi Harz, 1975;Platystolus;Platystolus;faberi;;Harz, 1975
Bradyporidae;Platystolus (Platystolus) martinezii (Bolívar, 1873);Platystolus;Platystolus;martinezii;;(Bolívar, 1873)
Bradyporidae;Platystolus (Platystolus) obvius (Navas, 1904);Platystolus;Platystolus;obvius;;(Navas, 1904)
Bradyporidae;Platystolus (Platystolus) ramburii (Bolívar, 1878);Platystolus;Platystolus;ramburii;;(Bolívar, 1878)
Bradyporidae;Platystolus (Platystolus) surcularius (Bolívar, 1877);Platystolus;Platystolus;surcularius;;(Bolívar, 1877)
Bradyporidae;Praephippigera pachygaster (Lucas, 1849);Praephippigera;;pachygaster;;(Lucas, 1849)
Bradyporidae;Pycnogaster (Bradygaster) algecirensis Bolívar, 1926;Pycnogaster;Bradygaster;algecirensis;;Bolívar, 1926
Bradyporidae;Pycnogaster (Bradygaster) gaditana Bolívar, 1899;Pycnogaster;Bradygaster;gaditana;;Bolívar, 1899
Bradyporidae;Pycnogaster (Bradygaster) inermis (Rambur, 1838);Pycnogaster;Bradygaster;inermis;;(Rambur, 1838)
Bradyporidae;Pycnogaster (Bradygaster) sanchezgomezi Bolívar, 1897;Pycnogaster;Bradygaster;sanchezgomezi;;Bolívar, 1897
Bradyporidae;Pycnogaster (Pycnogaster) cucullata (Charpentier, 1825);Pycnogaster;Pycnogaster;cucullata;;(Charpentier, 1825)
Bradyporidae;Pycnogaster (Pycnogaster) graellsii Bolívar, 1873;Pycnogaster;Pycnogaster;graellsii;;Bolívar, 1873
Bradyporidae;Pycnogaster (Pycnogaster) jugicola Graells, 1851;Pycnogaster;Pycnogaster;jugicola;;Graells, 1851
Bradyporidae;Pycnogaster (Pycnogaster) valentini Pinedo & Llorente, 1987;Pycnogaster;Pycnogaster;valentini;;Pinedo & Llorente, 1987
Bradyporidae;Uromenus (Steropleurus) andalusius (Rambur, 1838);Uromenus;Steropleurus;andalusius;;(Rambur, 1838)
Bradyporidae;Uromenus (Steropleurus) annae (Targioni-Tozzetti, 1891);Uromenus;Steropleurus;annae;;(Targioni-Tozzetti, 1891)
Bradyporidae;Uromenus (Steropleurus) asturiensis (Bolívar, 1898);Uromenus;Steropleurus;asturiensis;;(Bolívar, 1898)
Bradyporidae;Uromenus (Steropleurus) balearicus (Bolívar, 1884);Uromenus;Steropleurus;balearicus;;(Bolívar, 1884)
Bradyporidae;Uromenus (Steropleurus) brunnerii (Bolívar, 1877);Uromenus;Steropleurus;brunnerii;;(Bolívar, 1877)
Bradyporidae;Uromenus (Steropleurus) castellanus (Bolívar, 1878);Uromenus;Steropleurus;castellanus;;(Bolívar, 1878)
Bradyporidae;Uromenus (Steropleurus) catalaunicus (Bolívar, 1898);Uromenus;Steropleurus;catalaunicus;;(Bolívar, 1898)
Bradyporidae;Uromenus (Steropleurus) chopardi (Ebner, 1938);Uromenus;Steropleurus;chopardi;;(Ebner, 1938)
Bradyporidae;Uromenus (Steropleurus) dilutus (Bolívar, 1878);Uromenus;Steropleurus;dilutus;;(Bolívar, 1878)
Bradyporidae;Uromenus (Steropleurus) dyrrhachiacus Karny, 1918;Uromenus;Steropleurus;dyrrhachiacus;;Karny, 1918
Bradyporidae;Uromenus (Steropleurus) elegans (Fischer, 1853);Uromenus;Steropleurus;elegans;;(Fischer, 1853)
Bradyporidae;Uromenus (Steropleurus) flavovittatus (Bolívar, 1878);Uromenus;Steropleurus;flavovittatus;;(Bolívar, 1878)
Bradyporidae;Uromenus (Steropleurus) martorellii (Bolívar, 1878);Uromenus;Steropleurus;martorellii;;(Bolívar, 1878)
Bradyporidae;Uromenus (Steropleurus) nobrei (Bolívar, 1898);Uromenus;Steropleurus;nobrei;;(Bolívar, 1898)
Bradyporidae;Uromenus (Steropleurus) notarioi (Gomez, Pardo & Llorente, 1998);Uromenus;Steropleurus;notarioi;;(Gomez, Pardo & Llorente, 1998)
Bradyporidae;Uromenus (Steropleurus) obsoletus (Bolívar, 1898);Uromenus;Steropleurus;obsoletus;;(Bolívar, 1898)
Bradyporidae;Uromenus (Steropleurus) ortegai (Pantel, 1896);Uromenus;Steropleurus;ortegai;;(Pantel, 1896)
Bradyporidae;Uromenus (Steropleurus) panteli (Navas, 1899);Uromenus;Steropleurus;panteli;;(Navas, 1899)
Bradyporidae;Uromenus (Steropleurus) perezii (Bolívar, 1877);Uromenus;Steropleurus;perezii;;(Bolívar, 1877)
Bradyporidae;Uromenus (Steropleurus) politus (Bolívar, 1901);Uromenus;Steropleurus;politus;;(Bolívar, 1901)
Bradyporidae;Uromenus (Steropleurus) pseudolus (Bolívar, 1878);Uromenus;Steropleurus;pseudolus;;(Bolívar, 1878)
Bradyporidae;Uromenus (Steropleurus) recticarinatus Llorente, 1978;Uromenus;Steropleurus;recticarinatus;;Llorente, 1978
Bradyporidae;Uromenus (Steropleurus) squamiferus Bolívar, 1907;Uromenus;Steropleurus;squamiferus;;Bolívar, 1907
Bradyporidae;Uromenus (Steropleurus) stalii (Bolívar, 1877);Uromenus;Steropleurus;stalii;;(Bolívar, 1877)
Bradyporidae;Uromenus (Uromenus) agarenus (Brunner von Wattenwyl, 1882);Uromenus;Uromenus;agarenus;;(Brunner von Wattenwyl, 1882)
Bradyporidae;Uromenus (Uromenus) bonneti bonneti Bolívar, 1907;Uromenus;Uromenus;bonneti;bonneti;Bolívar, 1907
Bradyporidae;Uromenus (Uromenus) bonneti painoi Ramme, 1927;Uromenus;Uromenus;bonneti;painoi;Ramme, 1927
Bradyporidae;Uromenus (Uromenus) bonneti Bolívar, 1907;Uromenus;Uromenus;bonneti;;Bolívar, 1907
Bradyporidae;Uromenus (Uromenus) brevicollis (Fischer, 1853);Uromenus;Uromenus;brevicollis;;(Fischer, 1853)
Bradyporidae;Uromenus (Uromenus) maroccanus Saussure, 1898;Uromenus;Uromenus;maroccanus;;Saussure, 1898
Bradyporidae;Uromenus (Uromenus) riggioi La Greca, 1964;Uromenus;Uromenus;riggioi;;La Greca, 1964
Bradyporidae;Uromenus (Uromenus) rugosicollis (Serville, 1839);Uromenus;Uromenus;rugosicollis;;(Serville, 1839)
Conocephalidae;Conocephalus chavesi (Bolivar, 1905);Conocephalus;;chavesi;;(Bolivar, 1905)
Conocephalidae;Conocephalus concolor hispanicus Heller, 1988;Conocephalus;;concolor;hispanicus;Heller, 1988
Conocephalidae;Conocephalus concolor (Burmeister, 1839);Conocephalus;;concolor;;(Burmeister, 1839)
Conocephalidae;Conocephalus conocephalus (Linnaeus, 1767);Conocephalus;;conocephalus;;(Linnaeus, 1767)
Conocephalidae;Conocephalus dorsalis (Latreille, 1804);Conocephalus;;dorsalis;;(Latreille, 1804)
Conocephalidae;Conocephalus ebneri Harz, 1966;Conocephalus;;ebneri;;Harz, 1966
Conocephalidae;Conocephalus fuscus (Fabricius, 1793);Conocephalus;;fuscus;;(Fabricius, 1793)
Conocephalidae;Conocephalus grebenchikovi Uvarov, 1942;Conocephalus;;grebenchikovi;;Uvarov, 1942
Conocephalidae;Conocephalus hastatus (Charpentier, 1825);Conocephalus;;hastatus;;(Charpentier, 1825)
Conocephalidae;Conocephalus kisi Harz, 1967;Conocephalus;;kisi;;Harz, 1967
Conocephalidae;Conocephalus maculatus (Le Guillou, 1841);Conocephalus;;maculatus;;(Le Guillou, 1841)
Conocephalidae;Ruspolia nitidula (Scopoli, 1786);Ruspolia;;nitidula;;(Scopoli, 1786)
Gryllidae;Acanthogryllus acus Gorokhov, 1988;Acanthogryllus;;acus;;Gorokhov, 1988
Gryllidae;Acheta domesticus (Linnaeus, 1758);Acheta;;domesticus;;(Linnaeus, 1758)
Gryllidae;Acheta gossypii (Costa, 1855);Acheta;;gossypii;;(Costa, 1855)
Gryllidae;Acheta hispanicus Rambur, 1839;Acheta;;hispanicus;;Rambur, 1839
Gryllidae;Acheta meridionalis (Uvarov, 1921);Acheta;;meridionalis;;(Uvarov, 1921)
Gryllidae;Acroneuroptila puddui Cadeddu, 1970;Acroneuroptila;;puddui;;Cadeddu, 1970
Gryllidae;Acroneuroptila sardoa Baccetti, 1959;Acroneuroptila;;sardoa;;Baccetti, 1959
Gryllidae;Brachytrupes megacephalus (Lefevre, 1827);Brachytrupes;;megacephalus;;(Lefevre, 1827)
Gryllidae;Discoptila buresi Maran, 1958;Discoptila;;buresi;;Maran, 1958
Gryllidae;Discoptila clauseri Schmidt, 1991;Discoptila;;clauseri;;Schmidt, 1991
Gryllidae;Discoptila fragosoi (Bolívar, 1885);Discoptila;;fragosoi;;(Bolívar, 1885)
Gryllidae;Discoptila kinzelbachi Harz, 1971;Discoptila;;kinzelbachi;;Harz, 1971
Gryllidae;Discoptila krueperi (Pantel, 1890);Discoptila;;krueperi;;(Pantel, 1890)
Gryllidae;Discoptila lindbergi Chopard, 1957;Discoptila;;lindbergi;;Chopard, 1957
Gryllidae;Discoptila newmanae Harz, 1969;Discoptila;;newmanae;;Harz, 1969
Gryllidae;Discoptila sbordonii Baccetti, 1979;Discoptila;;sbordonii;;Baccetti, 1979
Gryllidae;Discoptila willemsei Karaman, 1975;Discoptila;;willemsei;;Karaman, 1975
Gryllidae;Eugryllodes escalerae (Bolívar, 1894);Eugryllodes;;escalerae;;(Bolívar, 1894)
Gryllidae;Eugryllodes littoreus (Bolívar, 1895);Eugryllodes;;littoreus;;(Bolívar, 1895)
Gryllidae;Eugryllodes panteli (Cazurro, 1888);Eugryllodes;;panteli;;(Cazurro, 1888)
Gryllidae;Eugryllodes pipiens (Dufour, 1820);Eugryllodes;;pipiens;;(Dufour, 1820)
Gryllidae;Eumodicogryllus bordigalensis (Latreille, 1804);Eumodicogryllus;;bordigalensis;;(Latreille, 1804)
Gryllidae;Eumodicogryllus theryi (Chopard, 1943);Eumodicogryllus;;theryi;;(Chopard, 1943)
Gryllidae;Grylloderes brunneri (Riggio, 1888);Grylloderes;;brunneri;;(Riggio, 1888)
Gryllidae;Grylloderes orlovskajae adventicius Gorokhov & Llorente, 2001;Grylloderes;;orlovskajae;adventicius;Gorokhov & Llorente, 2001
Gryllidae;Grylloderes orlovskajae Gorokhov, 1988;Grylloderes;;orlovskajae;;Gorokhov, 1988
Gryllidae;Gryllodes supplicans (Walker, 1859);Gryllodes;;supplicans;;(Walker, 1859)
Gryllidae;Gryllodinus kerkennensis (Finot, 1893);Gryllodinus;;kerkennensis;;(Finot, 1893)
Gryllidae;Gryllodinus odicus Uvarov, 1911;Gryllodinus;;odicus;;Uvarov, 1911
Gryllidae;Gryllomorpha adspersa merobricensis Fernandes, 1959;Gryllomorpha;;adspersa;merobricensis;Fernandes, 1959
Gryllidae;Gryllomorpha adspersa Bolivar, 1914;Gryllomorpha;;adspersa;;Bolivar, 1914
Gryllidae;Gryllomorpha albanica Ebner, 1910;Gryllomorpha;;albanica;;Ebner, 1910
Gryllidae;Gryllomorpha canariensis Chopard, 1939;Gryllomorpha;;canariensis;;Chopard, 1939
Gryllidae;Gryllomorpha cretensis Ramme, 1927;Gryllomorpha;;cretensis;;Ramme, 1927
Gryllidae;Gryllomorpha dalmatina (Ocskay, 1832);Gryllomorpha;;dalmatina;;(Ocskay, 1832)
Gryllidae;Gryllomorpha gracilipes Chopard, 1943;Gryllomorpha;;gracilipes;;Chopard, 1943
Gryllidae;Gryllomorpha guentheri Harz, 1976;Gryllomorpha;;guentheri;;Harz, 1976
Gryllidae;Gryllomorpha longicauda (Rambur, 1839);Gryllomorpha;;longicauda;;(Rambur, 1839)
Gryllidae;Gryllomorpha miramae Medvedev, 1933;Gryllomorpha;;miramae;;Medvedev, 1933
Gryllidae;Gryllomorpha schmidti Gorochov, 1996;Gryllomorpha;;schmidti;;Gorochov, 1996
Gryllidae;Gryllomorpha uclensis Pantel, 1890;Gryllomorpha;;uclensis;;Pantel, 1890
Gryllidae;Gryllomorpha wettsteini (Werner, 1934);Gryllomorpha;;wettsteini;;(Werner, 1934)
Gryllidae;Gryllopsis caspicus Gorochov, 1986;Gryllopsis;;caspicus;;Gorochov, 1986
Gryllidae;Gryllus bimaculatus De Geer, 1773;Gryllus;;bimaculatus;;De Geer, 1773
Gryllidae;Gryllus campestris Linnaeus, 1758;Gryllus;;campestris;;Linnaeus, 1758
Gryllidae;Hymenoptila lanzarotensis Kevan, 1992;Hymenoptila;;lanzarotensis;;Kevan, 1992
Gryllidae;Melanogryllus desertus (Pallas, 1771);Melanogryllus;;desertus;;(Pallas, 1771)
Gryllidae;Modicogryllus algirius (Saussure, 1877);Modicogryllus;;algirius;;(Saussure, 1877)
Gryllidae;Modicogryllus cyprius (Saussure, 1877);Modicogryllus;;cyprius;;(Saussure, 1877)
Gryllidae;Modicogryllus frontalis (Fieber, 1844);Modicogryllus;;frontalis;;(Fieber, 1844)
Gryllidae;Modicogryllus guanchicus (Krauss, 1892);Modicogryllus;;guanchicus;;(Krauss, 1892)
Gryllidae;Modicogryllus truncatus (Tarbinsky, 1940);Modicogryllus;;truncatus;;(Tarbinsky, 1940)
Gryllidae;Natula averni (Costa, 1855);Natula;;averni;;(Costa, 1855)
Gryllidae;Natula longipennis (Serville, 1839);Natula;;longipennis;;(Serville, 1839)
Gryllidae;Nemobius sylvestris (Bosc, 1792);Nemobius;;sylvestris;;(Bosc, 1792)
Gryllidae;Oecanthus dulcisonans Gorochov, 1993;Oecanthus;;dulcisonans;;Gorochov, 1993
Gryllidae;Oecanthus pellucens (Scopoli, 1763);Oecanthus;;pellucens;;(Scopoli, 1763)
Gryllidae;Oecanthus turanicus Uvarov, 1912;Oecanthus;;turanicus;;Uvarov, 1912
Gryllidae;Petaloptila aliena (Brunner von Wattenwyl, 1882);Petaloptila;;aliena;;(Brunner von Wattenwyl, 1882)
Gryllidae;Petaloptila andreinii Capra, 1935;Petaloptila;;andreinii;;Capra, 1935
Gryllidae;Petaloptila barrancoi Gorokhov & Llorente, 2001;Petaloptila;;barrancoi;;Gorokhov & Llorente, 2001
Gryllidae;Petaloptila bolivari (Cazurro, 1888);Petaloptila;;bolivari;;(Cazurro, 1888)
Gryllidae;Petaloptila fermini Gorokhov & Llorente, 2001;Petaloptila;;fermini;;Gorokhov & Llorente, 2001
Gryllidae;Petaloptila isabelae Gorokhov & Llorente, 2001;Petaloptila;;isabelae;;Gorokhov & Llorente, 2001
Gryllidae;Petaloptila pallescens Bolivar, 1927;Petaloptila;;pallescens;;Bolivar, 1927
Gryllidae;Petaloptila pyrenaea Olmo-Vidal & Hernando, 2000;Petaloptila;;pyrenaea;;Olmo-Vidal & Hernando, 2000
Gryllidae;Petaloptila venosa Gorokhov & Llorente, 2001;Petaloptila;;venosa;;Gorokhov & Llorente, 2001
Gryllidae;Pteronemobius heydenii (Fischer, 1853);Pteronemobius;;heydenii;;(Fischer, 1853)
Gryllidae;Pteronemobius lineolatus (Brullé, 1835);Pteronemobius;;lineolatus;;(Brullé, 1835)
Gryllidae;Sciobia barbara (Saussure, 1877);Sciobia;;barbara;;(Saussure, 1877)
Gryllidae;Sciobia boscai Bolivar, 1925;Sciobia;;boscai;;Bolivar, 1925
Gryllidae;Sciobia caliendrum (Fischer, 1853);Sciobia;;caliendrum;;(Fischer, 1853)
Gryllidae;Sciobia lusitanica (Rambur, 1839);Sciobia;;lusitanica;;(Rambur, 1839)
Gryllidae;Sciobia natalia Gorokhov, 1985;Sciobia;;natalia;;Gorokhov, 1985
Gryllidae;Stenonemobius bicolor (Saussure, 1877);Stenonemobius;;bicolor;;(Saussure, 1877)
Gryllidae;Stenonemobius gracilis (Jakovlev, 1871);Stenonemobius;;gracilis;;(Jakovlev, 1871)
Gryllidae;Svercus palmetorum (Krauss, 1902);Svercus;;palmetorum;;(Krauss, 1902)
Gryllidae;Tartarogryllus sandanski Andreeva, 1982;Tartarogryllus;;sandanski;;Andreeva, 1982
